prod_solar-UPV,load_solar-UPV,prod_wind-onshore,load_wind-onshore,prod_ng,load_ng,prod_CCGT,load_CCGT,sLev,sCh,sDis,demand
1635.6857783602488,1635.6857783602488,40707.907502399095,14118.314221639752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15754.0
377.7520227220754,377.7520227220754,42156.98058995149,15451.247977277924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15829.0
0.0,0.0,42309.71667832444,16771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16771.0
0.0,0.0,42155.42118319386,17444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17444.0
0.0,0.0,41449.39603246463,17080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17080.0
0.0,0.0,40702.19320227085,16447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16447.0
0.0,0.0,39335.960692266905,15741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15741.0
0.0,0.0,38188.96956106328,14797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14797.0
0.0,0.0,35456.52076470017,13489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13489.0
0.0,0.0,33280.121987174774,12218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12218.0
0.0,0.0,31004.041848418354,11164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11164.0
0.0,0.0,29810.9363318681,10567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10567.0
0.0,0.0,27974.191293630975,10246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10246.0
0.0,0.0,27477.513296079924,10088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10088.0
0.0,0.0,27577.24315359668,10112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10112.0
0.0,0.0,28872.739439662004,10471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10471.0
0.0,0.0,30612.762362087284,11256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11256.0
0.0,0.0,31682.592047016788,12175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12175.0
1233.836944255702,1233.836944255702,33382.62186041719,12001.163055744299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13235.0
